countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;557992709;547306297;NA;388809584;NA;NA;143938105;NA;NA;NA;;NA;;;NA;549645862
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;327172959;326296452;NA;260935745;NA;NA;117895183;NA;NA;NA;;NA;;;NA;298751971
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;421691851;357620202;0.178783915;453941835;NA;NA;243283055;NA;NA;NA;;NA;;;NA;533425591
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;170337345;158256382;0.063973697;303753771;NA;NA;164622163;NA;NA;NA;;NA;;;NA;288843149
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;563277191;53880818;NA;40290064;NA;NA;204423894;NA;NA;NA;;NA;;;NA;589384473
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;367754212;344145964;NA;284654556;NA;NA;105087468;NA;NA;NA;;NA;;;NA;282900191
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;424785527;403685861;NA;337372193;NA;NA;152718093;NA;NA;NA;106537077;NA;;;NA;469039464
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;244810995;242816892;NA;27325504;NA;NA;117089917;NA;NA;NA;163319598;NA;;;NA;271090609
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;356841977;331226004;NA;334899555;NA;NA;113928413;NA;NA;NA;;NA;;;NA;511228174
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;21512957;193405669;NA;223822055;NA;NA;80138071;NA;NA;NA;;NA;;;NA;324731424
Panama;PAN;2017;2915245;High income;High income;education;secondary edu or more;493191307;486223746;NA;348802395;NA;NA;117508326;NA;NA;NA;162332121;NA;;;NA;55147621
Panama;PAN;2017;2915245;High income;High income;education;prim edu or less;380262146;374248289;NA;187362635;NA;NA;63392224;NA;NA;NA;247589183;NA;;;NA;280866528
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;511394016;31098994;0.334838769;374190459;NA;NA;186000737;NA;NA;NA;;NA;;;NA;331189205
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;44362492;310307444;0.209713112;32799984;NA;NA;199736909;NA;NA;NA;;NA;;;NA;167423317
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;448875781;444451303;NA;401820869;NA;NA;179866021;NA;NA;NA;;NA;133863831;;NA;450867102
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;310888273;308206345;NA;17834181;NA;NA;56239233;NA;NA;NA;;NA;26350958;;NA;155137356
United States;USA;2017;261470917;High income;High income;education;secondary edu or more;943792666;943792666;NA;795224481;NA;NA;156015911;NA;NA;NA;297161685;0.147587604;673465459;;NA;801378828
United States;USA;2017;261470917;High income;High income;education;prim edu or less;645688563;645688563;NA;296917566;NA;NA;103743885;NA;NA;NA;0;0.184379345;193173681;;NA;677802403
Uruguay;URY;2017;2670291;High income;High income;education;secondary edu or more;694511904;694511904;NA;594719351;NA;NA;143410177;NA;NA;NA;182606202;0.049582443;453338797;;NA;453547061
Uruguay;URY;2017;2670291;High income;High income;education;prim edu or less;514663071;514663071;NA;40980699;NA;NA;76874651;NA;NA;NA;218521414;0.216517982;300553574;;NA;192948859
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;782735997;779168429;0.123988629;50044237;NA;NA;196029076;NA;NA;NA;89612988;0.061643267;347153607;;NA;446753461
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;579375309;579375309;0.062912975;249917574;NA;NA;110884135;NA;NA;NA;189236688;0.243545503;95268187;;NA;306602137
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;796931869;740182523;0.454140651;556715287;NA;NA;233770368;0.194685206;0.18425392;NA;155123543;NA;372974182;;0.580431495;47984977
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;570962488;524670696;0.164750863;441555155;NA;NA;299279687;0.080642828;0.112045639;NA;142587957;NA;137371038;;0.206970263;220169502
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;754125776;741068587;0.176570786;494635541;NA;NA;309395321;0.268987936;0.256229199;0.154298632;316283203;0.124148678;129118698;;0.196657288;643963767
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;553876723;553876723;0.018036167;449398627;NA;NA;315824911;0.108542286;0.150784089;0.044399624;241801031;0.093436981;126098435;;0.043042878;3517546
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;855630236;852946896;0.315390454;635841062;NA;NA;27286195;0.247282929;0.210738272;0.145743754;260741137;0.090921181;441842702;;0.586116774;506523031
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;812766273;803045741;0.140075399;465444379;NA;NA;192975187;0.187200826;0.18562737;0.080896246;400281379;0.157996252;305304082;;0.3685351;345535249
Canada;CAN;2021;31991096;High income;High income;education;secondary edu or more;998806403;998806403;NA;873544701;NA;NA;143557379;NA;NA;NA;31486505;0.238382588;838298467;;NA;786588996
Canada;CAN;2021;31991096;High income;High income;education;prim edu or less;901625716;901625716;NA;492851909;NA;NA;98374284;NA;NA;NA;148770782;0.33793156;394477626;;NA;579118441
Chile;CHL;2021;15803947;High income;High income;education;secondary edu or more;930262029;930262029;NA;4825691;NA;NA;218578905;0.276350191;0.304292831;NA;573565104;0.062106811;299420104;;NA;639871756
Chile;CHL;2021;15803947;High income;High income;education;prim edu or less;688478689;688478689;NA;294735931;NA;NA;167459921;0.162614129;0.204458046;NA;640309509;0.284698715;72105424;;NA;39896332
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;646633795;60024554;0.268986105;512311845;NA;NA;29328484;0.255922043;0.244912905;NA;181697319;NA;167367867;;0.261124995;384422454
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;480776327;466462179;0.078489084;415379647;NA;NA;302829866;0.116418449;0.138822586;NA;254421204;NA;24899735;;0.036558825;14453366
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;799731881;799731881;NA;439035244;NA;NA;234632182;0.25964991;0.309351781;NA;130788437;NA;192610711;;0.553476423;577446383
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;517476242;517476242;NA;290608579;NA;NA;157792372;0.127349015;0.111433056;NA;79958013;NA;65995347;;0.144495489;323426779
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;646703615;631195813;NA;538156755;NA;NA;301520495;0.211509419;0.323148765;NA;162051495;NA;16249819;;0.215792533;468162467
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;39373011;372088956;NA;35878053;NA;NA;193516225;0.157921844;0.252783205;NA;160718419;NA;56086984;;0.047970034;277223135
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;66560193;66560193;NA;521290812;NA;NA;337057134;0.204453193;0.266294394;NA;;NA;16037749;62675473;0.227365408;499215755
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;602126133;602126133;NA;393697194;NA;NA;21095106;0.095672411;0.125065299;NA;;NA;129448467;165590574;0.053349279;218746771
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;506719535;451306894;0.175528256;325595622;NA;NA;208325846;NA;0.214643313;NA;227291514;NA;;;NA;564290973
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;279580794;230570196;0.07314882;2855485;NA;NA;14689591;NA;0.097744433;NA;235770017;NA;;;NA;282449153
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;46381707;429986039;NA;367413774;NA;NA;256284973;NA;0.144179038;NA;;NA;;;NA;452366102
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;290354917;279815447;NA;272231547;NA;NA;191994968;NA;0.081914627;NA;;NA;;;NA;216629466
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;501006965;468806485;NA;47964281;NA;NA;368485227;0.186980279;0.263021006;NA;;NA;;;NA;415999288
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;318289684;273956255;NA;321753875;NA;NA;204464104;0.086848417;0.157476758;NA;;NA;;;NA;221182922
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;828052238;828052238;0.14524223;377235585;NA;NA;235008719;0.224556487;0.340604797;0.189725319;;NA;124734291;117806464;0.342549793;738019631
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;599446186;587676117;0.086386311;256548597;NA;NA;165449788;0.131310348;0.269238218;0.081807216;;NA;117825641;14582815;0.084952579;502859778
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;563097417;53519248;0.237022472;404705885;NA;NA;229806452;0.169430578;0.187801066;0.131535832;8741766;NA;144130855;;0.382118096;458132018
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;317912027;29205515;0.050684452;229383731;NA;NA;117796002;0.044719866;0.09973639;0.036936108;1465596;NA;37449627;;0.082398888;186589929
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;37127696;322286769;NA;472913897;NA;NA;304950296;NA;0.252806646;NA;;NA;;;NA;480950443
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;education;prim edu or less;181395868;167835638;NA;319588988;NA;NA;188795545;NA;0.14924881;NA;;NA;;;NA;295212399
Panama;PAN;2021;3160275;High income;High income;education;secondary edu or more;519202133;519202133;NA;315911948;NA;NA;18756567;0.212929302;0.259239231;NA;201674554;NA;;;NA;438819147
Panama;PAN;2021;3160275;High income;High income;education;prim edu or less;312156961;312156961;NA;257624692;NA;NA;152647225;0.059525434;0.102590558;NA;169132673;NA;;;NA;240328539
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;611869361;296931361;0.455442484;413043452;NA;NA;252989507;0.207565487;0.221153024;0.13383713;149024556;NA;;;NA;300117661
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;436058509;229327632;0.250881009;24440753;NA;NA;172277498;0.074564607;0.182819712;0.07910734;204501492;NA;;;NA;122723523
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;616175675;600726498;0.173909959;457215675;NA;NA;25991732;0.246754556;0.271702741;0.153676098;206393371;NA;145400661;;0.262193798;40139326
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;409253995;409253995;0.021136213;241764104;NA;NA;123633656;0.088211899;0.156007246;0.036022835;291760946;NA;63879132;;0.041550576;127051972
United States;USA;2021;270549658;High income;High income;education;secondary edu or more;963761578;963761578;NA;780944301;NA;NA;181934221;NA;NA;NA;305746998;0.13739535;686466334;;NA;793281397
United States;USA;2021;270549658;High income;High income;education;prim edu or less;577158441;577158441;NA;267643061;NA;NA;154025756;NA;NA;NA;131360736;0.118578357;154679704;;NA;59753133
Uruguay;URY;2021;2725712;High income;High income;education;secondary edu or more;82923003;82923003;NA;633124806;NA;NA;174567435;NA;NA;NA;206804489;NA;498216555;;NA;538343844
Uruguay;URY;2021;2725712;High income;High income;education;prim edu or less;653603089;653603089;NA;482191418;NA;NA;178530484;NA;NA;NA;277507714;NA;22810769;;NA;210168889
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;847679996;844480763;0.322368792;440992938;NA;NA;363661864;0.279530385;0.381362229;0.279266122;174490183;0.147330359;198740463;;0.70022304;392936499
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;830016051;825006686;0.242614346;440897838;NA;NA;300083057;0.213220827;0.400397054;0.286166176;253151006;0.298548789;132874081;;0.590170038;310133316
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;882990053;795422873;0.66335448;611030467;0.80779823;NA;276626989;0.236257108;0.20750247;0.157358836;157078995;NA;345004354;;0.703872567;572619648
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;629313926;537310159;0.285592601;41857022;0.436463086;NA;153408277;0.091776656;0.1342339;0.068489077;89645648;NA;164634082;;0.302567446;209310614
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;education;secondary edu or more;788154653;780313999;0.200835624;615383485;0.57873822;0.141411772;312606891;0.329749385;0.424777947;0.266767857;172091152;NA;141108179;;0.351772761;804527942
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;education;prim edu or less;553456425;548224108;0.060530454;447371104;0.255361705;0.089145911;213975051;0.149653302;0.212348959;0.040180692;99471821;NA;159512657;;0.121874727;546523793
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;education;secondary edu or more;667000735;626989423;0.279848304;498047229;0.451775482;NA;220343884;0.222483014;0.250022057;0.156884808;83344018;NA;149706138;;0.29156265;626563145
